Chat	Chat
ModuleScript	ReplicatedStorage.CmdrClient.Commands.runLines
ModuleScript	ReplicatedStorage.CmdrClient.Commands.runif
ModuleScript	ReplicatedStorage.CmdrClient.Commands.setDrops
ModuleScript	ReplicatedStorage.CmdrClient.Commands.setLevel
ModuleScript	ReplicatedStorage.CmdrClient.Commands.setStat
ModuleScript	ReplicatedStorage.CmdrClient.Commands.setTimer
ModuleScript	ReplicatedStorage.CmdrClient.Commands.skipWave
ModuleScript	ReplicatedStorage.CmdrClient.Commands.teleport
ModuleScript	ReplicatedStorage.CmdrClient.Commands.thru
ModuleScript	ReplicatedStorage.CmdrClient.Commands.tungtung
ModuleScript	ReplicatedStorage.CmdrClient.Commands.unban
ModuleScript	ReplicatedStorage.CmdrClient.Commands.unbind
ModuleScript	ReplicatedStorage.CmdrClient.Commands.uptime
ModuleScript	ReplicatedStorage.CmdrClient.Commands.var
ModuleScript	ReplicatedStorage.CmdrClient.Commands.varSet
ModuleScript	ReplicatedStorage.CmdrClient.Commands.version
ModuleScript	ReplicatedStorage.CmdrClient.Commands.wipeData
ModuleScript	ReplicatedStorage.CmdrClient.DefaultEventHandlers
Folder	ReplicatedStorage.CmdrClient.Shared
ModuleScript	ReplicatedStorage.CmdrClient.Shared.Argument
ModuleScript	ReplicatedStorage.CmdrClient.Shared.Command
ModuleScript	ReplicatedStorage.CmdrClient.Shared.Dispatcher
ModuleScript	ReplicatedStorage.CmdrClient.Shared.Registry
ModuleScript	ReplicatedStorage.CmdrClient.Shared.Util
Folder	ReplicatedStorage.CmdrClient.Types
ModuleScript	ReplicatedStorage.CmdrClient.Types.Ability
ModuleScript	ReplicatedStorage.CmdrClient.Types.BanDuration
ModuleScript	ReplicatedStorage.CmdrClient.Types.BeforeRun
ModuleScript	ReplicatedStorage.CmdrClient.Types.BindableResource
ModuleScript	ReplicatedStorage.CmdrClient.Types.BrickColor
ModuleScript	ReplicatedStorage.CmdrClient.Types.Chest
ModuleScript	ReplicatedStorage.CmdrClient.Types.Color3
ModuleScript	ReplicatedStorage.CmdrClient.Types.Command
ModuleScript	ReplicatedStorage.CmdrClient.Types.ConditionFunction
ModuleScript	ReplicatedStorage.CmdrClient.Types.Cosmetic
ModuleScript	ReplicatedStorage.CmdrClient.Types.Duration
ModuleScript	ReplicatedStorage.CmdrClient.Types.Event
ModuleScript	ReplicatedStorage.CmdrClient.Types.GearTier
ModuleScript	ReplicatedStorage.CmdrClient.Types.Helmet
ModuleScript	ReplicatedStorage.CmdrClient.Types.MathOperator
ModuleScript	ReplicatedStorage.CmdrClient.Types.Player
ModuleScript	ReplicatedStorage.CmdrClient.Types.PlayerId
ModuleScript	ReplicatedStorage.CmdrClient.Types.Primitives
ModuleScript	ReplicatedStorage.CmdrClient.Types.Stat
ModuleScript	ReplicatedStorage.CmdrClient.Types.StoredKey
ModuleScript	ReplicatedStorage.CmdrClient.Types.Team
ModuleScript	ReplicatedStorage.CmdrClient.Types.Type
ModuleScript	ReplicatedStorage.CmdrClient.Types.URL
ModuleScript	ReplicatedStorage.CmdrClient.Types.UserId
ModuleScript	ReplicatedStorage.CmdrClient.Types.UserInput
ModuleScript	ReplicatedStorage.CmdrClient.Types.Vector
ModuleScript	ReplicatedStorage.CmdrClient.Types.Weapon
ModuleScript	ReplicatedStorage.CmdrPermissions
ModuleScript	ReplicatedStorage.CmdrUtil
Folder	ReplicatedStorage.Data
ModuleScript	ReplicatedStorage.Data.ProductData
RemoteEvent	ReplicatedStorage.DisplayGlobalAnnouncement
Model	ReplicatedStorage.Dummy
Part	ReplicatedStorage.Dummy.Head
Attachment	ReplicatedStorage.Dummy.Head.FaceCenterAttachment
Vector3Value	ReplicatedStorage.Dummy.Head.FaceCenterAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.Head.FaceFrontAttachment
Vector3Value	ReplicatedStorage.Dummy.Head.FaceFrontAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.Head.HairAttachment
Vector3Value	ReplicatedStorage.Dummy.Head.HairAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.Head.HatAttachment
Vector3Value	ReplicatedStorage.Dummy.Head.HatAttachment.OriginalPosition
SpecialMesh	ReplicatedStorage.Dummy.Head.Mesh
Vector3Value	ReplicatedStorage.Dummy.Head.Mesh.OriginalSize
Motor6D	ReplicatedStorage.Dummy.Head.Neck
Attachment	ReplicatedStorage.Dummy.Head.NeckRigAttachment
Vector3Value	ReplicatedStorage.Dummy.Head.NeckRigAttachment.OriginalPosition
Vector3Value	ReplicatedStorage.Dummy.Head.OriginalSize
Humanoid	ReplicatedStorage.Dummy.Humanoid
Part	ReplicatedStorage.Dummy.HumanoidRootPart
Vector3Value	ReplicatedStorage.Dummy.HumanoidRootPart.OriginalSize
Attachment	ReplicatedStorage.Dummy.HumanoidRootPart.RootRigAttachment
Vector3Value	ReplicatedStorage.Dummy.HumanoidRootPart.RootRigAttachment.OriginalPosition
MeshPart	ReplicatedStorage.Dummy.LeftFoot
Motor6D	ReplicatedStorage.Dummy.LeftFoot.LeftAnkle
Attachment	ReplicatedStorage.Dummy.LeftFoot.LeftAnkleRigAttachment
Vector3Value	ReplicatedStorage.Dummy.LeftFoot.LeftAnkleRigAttachment.OriginalPosition
Vector3Value	ReplicatedStorage.Dummy.LeftFoot.OriginalSize
MeshPart	ReplicatedStorage.Dummy.LeftHand
Attachment	ReplicatedStorage.Dummy.LeftHand.LeftGripAttachment
Vector3Value	ReplicatedStorage.Dummy.LeftHand.LeftGripAttachment.OriginalPosition
Motor6D	ReplicatedStorage.Dummy.LeftHand.LeftWrist
Attachment	ReplicatedStorage.Dummy.LeftHand.LeftWristRigAttachment
Vector3Value	ReplicatedStorage.Dummy.LeftHand.LeftWristRigAttachment.OriginalPosition
Vector3Value	ReplicatedStorage.Dummy.LeftHand.OriginalSize
MeshPart	ReplicatedStorage.Dummy.LeftLowerArm
Motor6D	ReplicatedStorage.Dummy.LeftLowerArm.LeftElbow
Attachment	ReplicatedStorage.Dummy.LeftLowerArm.LeftElbowRigAttachment
Vector3Value	ReplicatedStorage.Dummy.LeftLowerArm.LeftElbowRigAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.LeftLowerArm.LeftWristRigAttachment
Vector3Value	ReplicatedStorage.Dummy.LeftLowerArm.LeftWristRigAttachment.OriginalPosition
Vector3Value	ReplicatedStorage.Dummy.LeftLowerArm.OriginalSize
MeshPart	ReplicatedStorage.Dummy.LeftLowerLeg
Attachment	ReplicatedStorage.Dummy.LeftLowerLeg.LeftAnkleRigAttachment
Vector3Value	ReplicatedStorage.Dummy.LeftLowerLeg.LeftAnkleRigAttachment.OriginalPosition
Motor6D	ReplicatedStorage.Dummy.LeftLowerLeg.LeftKnee
Attachment	ReplicatedStorage.Dummy.LeftLowerLeg.LeftKneeRigAttachment
Vector3Value	ReplicatedStorage.Dummy.LeftLowerLeg.LeftKneeRigAttachment.OriginalPosition
Vector3Value	ReplicatedStorage.Dummy.LeftLowerLeg.OriginalSize
MeshPart	ReplicatedStorage.Dummy.LeftUpperArm
Attachment	ReplicatedStorage.Dummy.LeftUpperArm.LeftElbowRigAttachment
Vector3Value	ReplicatedStorage.Dummy.LeftUpperArm.LeftElbowRigAttachment.OriginalPosition
Motor6D	ReplicatedStorage.Dummy.LeftUpperArm.LeftShoulder
Attachment	ReplicatedStorage.Dummy.LeftUpperArm.LeftShoulderAttachment
Vector3Value	ReplicatedStorage.Dummy.LeftUpperArm.LeftShoulderAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.LeftUpperArm.LeftShoulderRigAttachment
Vector3Value	ReplicatedStorage.Dummy.LeftUpperArm.LeftShoulderRigAttachment.OriginalPosition
Vector3Value	ReplicatedStorage.Dummy.LeftUpperArm.OriginalSize
MeshPart	ReplicatedStorage.Dummy.LeftUpperLeg
Motor6D	ReplicatedStorage.Dummy.LeftUpperLeg.LeftHip
Attachment	ReplicatedStorage.Dummy.LeftUpperLeg.LeftHipRigAttachment
Vector3Value	ReplicatedStorage.Dummy.LeftUpperLeg.LeftHipRigAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.LeftUpperLeg.LeftKneeRigAttachment
Vector3Value	ReplicatedStorage.Dummy.LeftUpperLeg.LeftKneeRigAttachment.OriginalPosition
Vector3Value	ReplicatedStorage.Dummy.LeftUpperLeg.OriginalSize
MeshPart	ReplicatedStorage.Dummy.LowerTorso
Attachment	ReplicatedStorage.Dummy.LowerTorso.LeftHipRigAttachment
Vector3Value	ReplicatedStorage.Dummy.LowerTorso.LeftHipRigAttachment.OriginalPosition
Vector3Value	ReplicatedStorage.Dummy.LowerTorso.OriginalSize
Attachment	ReplicatedStorage.Dummy.LowerTorso.RightHipRigAttachment
Vector3Value	ReplicatedStorage.Dummy.LowerTorso.RightHipRigAttachment.OriginalPosition
Motor6D	ReplicatedStorage.Dummy.LowerTorso.Root
Attachment	ReplicatedStorage.Dummy.LowerTorso.RootRigAttachment
Vector3Value	ReplicatedStorage.Dummy.LowerTorso.RootRigAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.LowerTorso.WaistBackAttachment
Vector3Value	ReplicatedStorage.Dummy.LowerTorso.WaistBackAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.LowerTorso.WaistCenterAttachment
Vector3Value	ReplicatedStorage.Dummy.LowerTorso.WaistCenterAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.LowerTorso.WaistFrontAttachment
Vector3Value	ReplicatedStorage.Dummy.LowerTorso.WaistFrontAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.LowerTorso.WaistRigAttachment
Vector3Value	ReplicatedStorage.Dummy.LowerTorso.WaistRigAttachment.OriginalPosition
MeshPart	ReplicatedStorage.Dummy.RightFoot
Vector3Value	ReplicatedStorage.Dummy.RightFoot.OriginalSize
Motor6D	ReplicatedStorage.Dummy.RightFoot.RightAnkle
Attachment	ReplicatedStorage.Dummy.RightFoot.RightAnkleRigAttachment
Vector3Value	ReplicatedStorage.Dummy.RightFoot.RightAnkleRigAttachment.OriginalPosition
MeshPart	ReplicatedStorage.Dummy.RightHand
Vector3Value	ReplicatedStorage.Dummy.RightHand.OriginalSize
Attachment	ReplicatedStorage.Dummy.RightHand.RightGripAttachment
Vector3Value	ReplicatedStorage.Dummy.RightHand.RightGripAttachment.OriginalPosition
Motor6D	ReplicatedStorage.Dummy.RightHand.RightWrist
Attachment	ReplicatedStorage.Dummy.RightHand.RightWristRigAttachment
Vector3Value	ReplicatedStorage.Dummy.RightHand.RightWristRigAttachment.OriginalPosition
MeshPart	ReplicatedStorage.Dummy.RightLowerArm
Vector3Value	ReplicatedStorage.Dummy.RightLowerArm.OriginalSize
Motor6D	ReplicatedStorage.Dummy.RightLowerArm.RightElbow
Attachment	ReplicatedStorage.Dummy.RightLowerArm.RightElbowRigAttachment
Vector3Value	ReplicatedStorage.Dummy.RightLowerArm.RightElbowRigAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.RightLowerArm.RightWristRigAttachment
Vector3Value	ReplicatedStorage.Dummy.RightLowerArm.RightWristRigAttachment.OriginalPosition
MeshPart	ReplicatedStorage.Dummy.RightLowerLeg
Vector3Value	ReplicatedStorage.Dummy.RightLowerLeg.OriginalSize
Attachment	ReplicatedStorage.Dummy.RightLowerLeg.RightAnkleRigAttachment
Vector3Value	ReplicatedStorage.Dummy.RightLowerLeg.RightAnkleRigAttachment.OriginalPosition
Motor6D	ReplicatedStorage.Dummy.RightLowerLeg.RightKnee
Attachment	ReplicatedStorage.Dummy.RightLowerLeg.RightKneeRigAttachment
Vector3Value	ReplicatedStorage.Dummy.RightLowerLeg.RightKneeRigAttachment.OriginalPosition
MeshPart	ReplicatedStorage.Dummy.RightUpperArm
Vector3Value	ReplicatedStorage.Dummy.RightUpperArm.OriginalSize
Attachment	ReplicatedStorage.Dummy.RightUpperArm.RightElbowRigAttachment
Vector3Value	ReplicatedStorage.Dummy.RightUpperArm.RightElbowRigAttachment.OriginalPosition
Motor6D	ReplicatedStorage.Dummy.RightUpperArm.RightShoulder
Attachment	ReplicatedStorage.Dummy.RightUpperArm.RightShoulderAttachment
Vector3Value	ReplicatedStorage.Dummy.RightUpperArm.RightShoulderAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.RightUpperArm.RightShoulderRigAttachment
Vector3Value	ReplicatedStorage.Dummy.RightUpperArm.RightShoulderRigAttachment.OriginalPosition
MeshPart	ReplicatedStorage.Dummy.RightUpperLeg
Vector3Value	ReplicatedStorage.Dummy.RightUpperLeg.OriginalSize
Motor6D	ReplicatedStorage.Dummy.RightUpperLeg.RightHip
Attachment	ReplicatedStorage.Dummy.RightUpperLeg.RightHipRigAttachment
Vector3Value	ReplicatedStorage.Dummy.RightUpperLeg.RightHipRigAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.RightUpperLeg.RightKneeRigAttachment
Vector3Value	ReplicatedStorage.Dummy.RightUpperLeg.RightKneeRigAttachment.OriginalPosition
MeshPart	ReplicatedStorage.Dummy.UpperTorso
Attachment	ReplicatedStorage.Dummy.UpperTorso.BodyBackAttachment
Vector3Value	ReplicatedStorage.Dummy.UpperTorso.BodyBackAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.UpperTorso.BodyFrontAttachment
Vector3Value	ReplicatedStorage.Dummy.UpperTorso.BodyFrontAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.UpperTorso.LeftCollarAttachment
Vector3Value	ReplicatedStorage.Dummy.UpperTorso.LeftCollarAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.UpperTorso.LeftShoulderRigAttachment
Vector3Value	ReplicatedStorage.Dummy.UpperTorso.LeftShoulderRigAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.UpperTorso.NeckAttachment
Vector3Value	ReplicatedStorage.Dummy.UpperTorso.NeckAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.UpperTorso.NeckRigAttachment
Vector3Value	ReplicatedStorage.Dummy.UpperTorso.NeckRigAttachment.OriginalPosition
Vector3Value	ReplicatedStorage.Dummy.UpperTorso.OriginalSize
Attachment	ReplicatedStorage.Dummy.UpperTorso.RightCollarAttachment
Vector3Value	ReplicatedStorage.Dummy.UpperTorso.RightCollarAttachment.OriginalPosition
Attachment	ReplicatedStorage.Dummy.UpperTorso.RightShoulderRigAttachment
Vector3Value	ReplicatedStorage.Dummy.UpperTorso.RightShoulderRigAttachment.OriginalPosition
Motor6D	ReplicatedStorage.Dummy.UpperTorso.Waist
Attachment	ReplicatedStorage.Dummy.UpperTorso.WaistRigAttachment
Vector3Value	ReplicatedStorage.Dummy.UpperTorso.WaistRigAttachment.OriginalPosition
BindableEvent	ReplicatedStorage.Event
RemoteFunction	ReplicatedStorage.GetAnnouncementPermission
Folder	ReplicatedStorage.MessageFolder
RemoteEvent	ReplicatedStorage.MessageSentRE
ModuleScript	ReplicatedStorage.NorthernLandsLighting
Folder	ReplicatedStorage.OPhhSZQjWxdy/Assets
Folder	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian
Accessory	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftFoot
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftFoot.Handle
Attachment	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftFoot.Handle.LeftAnkleRigAttachment
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftFoot.Handle.RightFoot/Weld
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftFoot.RightFoot
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftFoot.chest
Accessory	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Handle
Attachment	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Handle.LeftGripAttachment
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Handle.LeftHand/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Handle.Union/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Handle.Union/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Handle.Union/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Handle.Union/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Handle.Union/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Handle.Union/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Handle.Union/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Handle.Union/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Handle.Union/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Handle.Union/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Handle.Union/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Handle.Union/Weld
Model	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Left Hand
UnionOperation	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Left Hand.Union
UnionOperation	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Left Hand.Union
UnionOperation	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Left Hand.Union
UnionOperation	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Left Hand.Union
UnionOperation	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Left Hand.Union
UnionOperation	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Left Hand.Union
UnionOperation	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Left Hand.Union
UnionOperation	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Left Hand.Union
UnionOperation	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Left Hand.Union
UnionOperation	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Left Hand.Union
UnionOperation	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Left Hand.Union
UnionOperation	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.Left Hand.Union
MeshPart	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.LeftHand
StringValue	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftGlove.chest
Accessory	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder
Part	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle
Attachment	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.LeftShoulderAttachment
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
WeldConstraint	ReplicatedStorage.OPhhSZQjWxdy/Assets.Angelic Guardian.leftShoulder.Handle.Part/Weld
